Year,Month,Week Number,Retailer,USA Region,Product,Sales Method,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
2021,01,1,Sports Direct,Midwest,Men's Street Footwear,Online,282.71,603,170474,60088.299999999996,0.35
2021,01,1,Sports Direct,Midwest,Women's Apparel,Online,284.22,347,98626,39711.76,0.4
2021,01,1,Sports Direct,Midwest,Women's Athletic Footwear,Online,243.19,158,38424,11665.800000000001,0.3
2021,01,1,Sports Direct,Midwest,Women's Street Footwear,Online,202.29,349,70600,21365.000000000004,0.3
2021,01,1,Sports Direct,Northeast,Men's Apparel,In-store,500.0,200,100000,30000.0,0.3
2021,01,1,Sports Direct,Northeast,Men's Apparel,Online,49.0,60,2940,1205.3999999999999,0.41
2021,01,1,Sports Direct,Northeast,Men's Athletic Footwear,In-store,400.0,300,120000,48000.0,0.4
2021,01,1,Sports Direct,Northeast,Men's Athletic Footwear,Online,37.0,87,3219,1673.88,0.52
2021,01,1,Sports Direct,Northeast,Men's Street Footwear,In-store,400.0,500,200000,80000.0,0.4
2021,01,1,Sports Direct,Northeast,Men's Street Footwear,Online,38.0,125,4750,2422.5,0.51
2021,01,1,Sports Direct,Northeast,Women's Apparel,In-store,400.0,300,120000,42000.0,0.35
2021,01,1,Sports Direct,Northeast,Women's Apparel,Online,37.0,81,2997,1498.5,0.5
2021,01,1,Sports Direct,Northeast,Women's Athletic Footwear,In-store,350.0,150,52500,15750.0,0.3
2021,01,1,Sports Direct,Northeast,Women's Athletic Footwear,Online,33.0,42,1386,609.84,0.44
2021,01,1,Sports Direct,Northeast,Women's Street Footwear,In-store,300.0,300,90000,27000.000000000004,0.3
2021,01,1,Sports Direct,Northeast,Women's Street Footwear,Online,28.0,90,2520,1008.0,0.4
2021,01,1,Sports Direct,Southeast,Men's Apparel,Online,368.5,781,287802,101451.42,0.35
2021,01,1,Sports Direct,Southeast,Men's Athletic Footwear,Online,286.87,906,259904,91889.5,0.35
2021,01,1,Sports Direct,Southeast,Men's Street Footwear,Online,286.65,1156,331373,133311.5,0.4
2021,01,1,Sports Direct,Southeast,Women's Apparel,Online,282.75,921,260414,131139.96,0.5
2021,01,1,Sports Direct,Southeast,Women's Athletic Footwear,Online,237.32,748,177517,71759.35,0.4
2021,01,1,Sports Direct,Southeast,Women's Street Footwear,Online,203.27,914,185786,74949.44000000003,0.4
2021,01,1,West Gear,Midwest,Men's Apparel,In-store,450.0,200,89999,26999.999999999996,0.3
2021,01,1,West Gear,Midwest,Men's Apparel,Online,41.0,58,2378,1046.32,0.44
2021,01,1,West Gear,Midwest,Men's Athletic Footwear,In-store,350.0,300,105000,42000.0,0.4
2021,01,1,West Gear,Midwest,Men's Athletic Footwear,Online,32.0,78,2496,1272.96,0.51
2021,01,1,West Gear,Midwest,Men's Street Footwear,In-store,350.0,500,175000,70000.0,0.4
2021,01,1,West Gear,Midwest,Men's Street Footwear,Online,32.0,140,4480,2329.6,0.52
2021,01,1,West Gear,Midwest,Women's Apparel,In-store,350.0,300,105000,42000.0,0.4
2021,01,1,West Gear,Midwest,Women's Apparel,Online,32.0,84,2688,1344.0,0.5
2021,01,1,West Gear,Midwest,Women's Athletic Footwear,In-store,300.0,150,45000,15750.000000000002,0.35
2021,01,1,West Gear,Midwest,Women's Athletic Footwear,Online,28.0,44,1232,591.36,0.48
2021,01,1,West Gear,Midwest,Women's Street Footwear,In-store,250.0,300,75000,26250.000000000004,0.35
2021,01,1,West Gear,Midwest,Women's Street Footwear,Online,24.0,87,2088,939.5999999999999,0.45
2021,01,1,West Gear,Northeast,Men's Athletic Footwear,Online,41.0,109,4469,1474.77,0.33
2021,01,1,West Gear,Northeast,Men's Athletic Footwear,Outlet,450.0,375,168750,33750.0,0.2
2021,01,1,West Gear,Northeast,Men's Street Footwear,Online,33.0,98,3234,1131.8999999999999,0.35
2021,01,1,West Gear,Northeast,Men's Street Footwear,Outlet,350.0,375,131250,32812.5,0.25
2021,01,1,West Gear,Northeast,Women's Athletic Footwear,Online,43.0,59,2537,989.4300000000001,0.39
2021,01,1,West Gear,Northeast,Women's Athletic Footwear,Outlet,450.0,225,101250,25312.5,0.25
2021,01,1,West Gear,Northeast,Women's Street Footwear,Online,43.0,101,4343,1737.2,0.4
2021,01,1,West Gear,Northeast,Women's Street Footwear,Outlet,450.0,375,168750,42187.5,0.25
2021,01,1,West Gear,South,Women's Apparel,Online,276.88,618,171112,77729.7,0.45
2021,01,1,West Gear,South,Women's Apparel,Outlet,23.0,147,3381,1690.5,0.5
2021,01,1,West Gear,West,Men's Apparel,Online,61.0,309,18850,12441.0,0.66
2021,01,1,West Gear,West,Men's Apparel,Outlet,498.2,1503,748792,412531.4000000001,0.55
2021,01,1,West Gear,West,Men's Athletic Footwear,Online,63.0,248,15624,5780.88,0.37
2021,01,1,West Gear,West,Men's Athletic Footwear,Outlet,507.91,1081,549050,137902.5,0.25
2021,01,1,West Gear,West,Men's Street Footwear,Online,56.0,273,15288,7644.0,0.5
2021,01,1,West Gear,West,Men's Street Footwear,Outlet,455.15,1316,598981,240011.83,0.4
2021,01,1,West Gear,West,Women's Apparel,Online,72.0,189,13608,4490.64,0.33
2021,01,1,West Gear,West,Women's Apparel,Outlet,624.26,950,593050,119001.5,0.2
2021,01,1,West Gear,West,Women's Athletic Footwear,Online,59.0,210,12390,6071.099999999999,0.49
2021,01,1,West Gear,West,Women's Athletic Footwear,Outlet,464.48,924,429184,150765.44,0.35
2021,01,1,West Gear,West,Women's Street Footwear,Online,64.0,206,13184,7251.200000000001,0.55
2021,01,1,West Gear,West,Women's Street Footwear,Outlet,495.53,1106,548052,219810.9,0.4
2021,01,2,Amazon,Northeast,Men's Apparel,In-store,550.0,225,123750,43312.5,0.35
2021,01,2,Amazon,Northeast,Men's Apparel,Online,52.0,68,3536,1661.9199999999998,0.47
2021,01,2,Amazon,Northeast,Men's Apparel,Outlet,37.0,70,2590,1061.8999999999999,0.41
2021,01,2,Amazon,Northeast,Men's Athletic Footwear,In-store,450.0,325,146250,65812.5,0.45
2021,01,2,Amazon,Northeast,Men's Athletic Footwear,Online,42.0,94,3948,2368.7999999999997,0.6
2021,01,2,Amazon,Northeast,Men's Athletic Footwear,Outlet,36.0,107,3852,1887.48,0.49
2021,01,2,Amazon,Northeast,Men's Street Footwear,In-store,450.0,525,236250,106312.5,0.45
2021,01,2,Amazon,Northeast,Men's Street Footwear,Online,44.0,152,6688,3678.4,0.55
2021,01,2,Amazon,Northeast,Men's Street Footwear,Outlet,35.0,179,6265,3257.8,0.52
2021,01,2,Amazon,Northeast,Women's Apparel,In-store,450.0,325,146250,58499.99999999999,0.4
2021,01,2,Amazon,Northeast,Women's Apparel,Online,44.0,98,4312,2199.12,0.51
2021,01,2,Amazon,Northeast,Women's Apparel,Outlet,34.0,104,3536,1520.4799999999998,0.43
2021,01,2,Amazon,Northeast,Women's Athletic Footwear,In-store,400.0,175,70000,24500.0,0.35
2021,01,2,Amazon,Northeast,Women's Athletic Footwear,Online,39.0,44,1716,840.84,0.49
2021,01,2,Amazon,Northeast,Women's Athletic Footwear,Outlet,29.0,53,1537,599.43,0.39
2021,01,2,Amazon,Northeast,Women's Street Footwear,In-store,350.0,325,113750,39812.5,0.35
2021,01,2,Amazon,Northeast,Women's Street Footwear,Online,32.0,91,2912,1310.3999999999999,0.45
2021,01,2,Amazon,Northeast,Women's Street Footwear,Outlet,27.0,101,2727,1090.8,0.4
2021,01,2,Amazon,Southeast,Men's Apparel,Online,363.82,603,219382,77628.5,0.35
2021,01,2,Amazon,Southeast,Men's Athletic Footwear,Online,284.41,725,206200,72912.5,0.35
2021,01,2,Amazon,Southeast,Men's Street Footwear,Online,286.33,969,277458,111728.16,0.4
2021,01,2,Amazon,Southeast,Women's Apparel,Online,276.45,748,206786,104223.4,0.5
2021,01,2,Amazon,Southeast,Women's Athletic Footwear,Online,239.17,548,131067,52854.84,0.4
2021,01,2,Amazon,Southeast,Women's Street Footwear,Online,199.13,742,147758,59664.320000000014,0.4
2021,01,2,Foot Locker,Midwest,Men's Apparel,Online,409.18,219,89611,31617.639999999992,0.35
2021,01,2,Foot Locker,Midwest,Men's Athletic Footwear,Online,318.2,355,112960,34184.0,0.3
2021,01,2,Foot Locker,Midwest,Men's Street Footwear,Online,318.51,613,195244,69069.56,0.35
2021,01,2,Foot Locker,Midwest,Women's Apparel,Online,324.68,347,112664,45465.2,0.4
2021,01,2,Foot Locker,Midwest,Women's Athletic Footwear,Online,279.34,161,44974,13614.6,0.3
2021,01,2,Foot Locker,Midwest,Women's Street Footwear,Online,236.71,358,84741,25736.040000000005,0.3
2021,01,2,Foot Locker,Northeast,Men's Apparel,In-store,500.0,225,112500,33750.0,0.3
2021,01,2,Foot Locker,Northeast,Men's Apparel,Online,49.0,59,2891,1214.22,0.42
2021,01,2,Foot Locker,Northeast,Men's Athletic Footwear,In-store,400.0,325,130000,45500.0,0.35
2021,01,2,Foot Locker,Northeast,Men's Athletic Footwear,Online,38.0,81,3078,1539.0,0.5
2021,01,2,Foot Locker,Northeast,Men's Street Footwear,In-store,400.0,525,210000,73500.0,0.35
2021,01,2,Foot Locker,Northeast,Men's Street Footwear,Online,36.0,137,4932,2219.3999999999996,0.45
2021,01,2,Foot Locker,Northeast,Women's Apparel,In-store,400.0,325,130000,52000.0,0.4
2021,01,2,Foot Locker,Northeast,Women's Apparel,Online,36.0,81,2916,1487.16,0.51
2021,01,2,Foot Locker,Northeast,Women's Athletic Footwear,In-store,350.0,175,61250,24500.0,0.4
2021,01,2,Foot Locker,Northeast,Women's Athletic Footwear,Online,32.0,47,1504,827.2,0.55
2021,01,2,Foot Locker,Northeast,Women's Street Footwear,In-store,300.0,325,97500,39000.00000000001,0.4
2021,01,2,Foot Locker,Northeast,Women's Street Footwear,Online,29.0,91,2639,1398.67,0.53
2021,01,2,Sports Direct,Northeast,Men's Apparel,In-store,500.0,150,75000,18750.0,0.25
2021,01,2,Sports Direct,Northeast,Men's Apparel,Online,48.0,41,1968,767.52,0.39
2021,01,2,Sports Direct,Northeast,Men's Apparel,Outlet,39.0,47,1833,586.5600000000001,0.32
2021,01,2,Sports Direct,Northeast,Men's Athletic Footwear,In-store,400.0,250,100000,30000.0,0.3
2021,01,2,Sports Direct,Northeast,Men's Athletic Footwear,Online,38.0,68,2584,1136.96,0.44
2021,01,2,Sports Direct,Northeast,Men's Athletic Footwear,Outlet,28.0,88,2464,837.7599999999999,0.34
2021,01,2,Sports Direct,Northeast,Men's Street Footwear,In-store,400.0,450,180000,54000.0,0.3
2021,01,2,Sports Direct,Northeast,Men's Street Footwear,Online,38.0,126,4788,2058.84,0.43
2021,01,2,Sports Direct,Northeast,Men's Street Footwear,Outlet,28.0,140,3920,1293.6,0.33
2021,01,2,Sports Direct,Northeast,Women's Apparel,In-store,400.0,250,100000,30000.0,0.3
2021,01,2,Sports Direct,Northeast,Women's Apparel,Online,38.0,70,2660,1090.6,0.41
2021,01,2,Sports Direct,Northeast,Women's Apparel,Outlet,26.0,83,2158,733.7199999999999,0.34
2021,01,2,Sports Direct,Northeast,Women's Athletic Footwear,In-store,350.0,100,35000,8750.0,0.25
2021,01,2,Sports Direct,Northeast,Women's Athletic Footwear,Online,34.0,26,884,335.92,0.38
2021,01,2,Sports Direct,Northeast,Women's Athletic Footwear,Outlet,25.0,33,825,255.75,0.31
2021,01,2,Sports Direct,Northeast,Women's Street Footwear,In-store,300.0,250,75000,18750.000000000004,0.25
2021,01,2,Sports Direct,Northeast,Women's Street Footwear,Online,27.0,73,1971,709.56,0.36
2021,01,2,Sports Direct,Northeast,Women's Street Footwear,Outlet,22.0,75,1650,478.49999999999994,0.29
2021,01,2,Sports Direct,West,Men's Apparel,Online,311.69,381,118755,41638.950000000004,0.35
2021,01,2,Sports Direct,West,Men's Apparel,Outlet,421.25,300,126375,25800.000000000004,0.2
2021,01,2,Sports Direct,West,Men's Athletic Footwear,Online,270.01,708,191169,76751.55,0.4
2021,01,2,Sports Direct,West,Men's Athletic Footwear,Outlet,382.8,565,216280,54901.6,0.25
2021,01,2,Sports Direct,West,Men's Street Footwear,Online,205.7,696,143168,57816.58999999999,0.4
2021,01,2,Sports Direct,West,Men's Street Footwear,Outlet,302.4,574,173576,52644.96,0.3
2021,01,2,Sports Direct,West,Women's Apparel,Online,275.38,691,190288,50227.520000000004,0.26
2021,01,2,Sports Direct,West,Women's Apparel,Outlet,392.55,615,241420,108129.4,0.45
2021,01,2,Sports Direct,West,Women's Athletic Footwear,Online,279.96,452,126544,51091.05,0.4
2021,01,2,Sports Direct,West,Women's Athletic Footwear,Outlet,375.06,374,140272,42414.24,0.3
2021,01,2,Sports Direct,West,Women's Street Footwear,Online,272.28,699,190323,67423.95,0.35
2021,01,2,Sports Direct,West,Women's Street Footwear,Outlet,384.04,565,216980,65631.6,0.3
2021,01,2,West Gear,Midwest,Men's Apparel,In-store,384.78,575,221249,81937.5,0.37
2021,01,2,West Gear,Midwest,Men's Apparel,Online,35.84,152,5448,2649.12,0.49
2021,01,2,West Gear,Midwest,Men's Athletic Footwear,In-store,288.71,775,223750,83562.5,0.37
2021,01,2,West Gear,Midwest,Men's Athletic Footwear,Online,26.25,208,5459,2757.73,0.51
2021,01,2,West Gear,Midwest,Men's Street Footwear,In-store,292.55,1175,343750,137500.0,0.4
2021,01,2,West Gear,Midwest,Men's Street Footwear,Online,26.5,321,8508,4559.4,0.54
2021,01,2,West Gear,Midwest,Women's Apparel,In-store,288.71,775,223750,101375.0,0.45
2021,01,2,West Gear,Midwest,Women's Apparel,Online,27.52,213,5862,3394.68,0.58
2021,01,2,West Gear,Midwest,Women's Athletic Footwear,In-store,231.58,475,110000,44000.000000000015,0.4
2021,01,2,West Gear,Midwest,Women's Athletic Footwear,Online,21.72,133,2889,1528.38,0.53
2021,01,2,West Gear,Midwest,Women's Street Footwear,In-store,188.71,775,146250,54937.500000000015,0.38
2021,01,2,West Gear,Midwest,Women's Street Footwear,Online,18.16,230,4177,2137.19,0.51
2021,01,2,West Gear,Southeast,Men's Apparel,In-store,550.0,550,302500,105875.00000000001,0.35
2021,01,2,West Gear,Southeast,Men's Apparel,Online,51.0,165,8415,3786.7499999999995,0.45
2021,01,2,West Gear,Southeast,Men's Apparel,Outlet,36.0,193,6948,2848.68,0.41
2021,01,2,West Gear,Southeast,Men's Athletic Footwear,In-store,450.0,650,292500,102375.0,0.35
2021,01,2,West Gear,Southeast,Men's Athletic Footwear,Online,44.0,189,8316,3908.52,0.47
2021,01,2,West Gear,Southeast,Men's Athletic Footwear,Outlet,36.0,221,7956,3182.3999999999996,0.4
2021,01,2,West Gear,Southeast,Men's Street Footwear,In-store,450.0,850,382500,172125.0,0.45
2021,01,2,West Gear,Southeast,Men's Street Footwear,Online,41.0,255,10455,5750.250000000001,0.55
2021,01,2,West Gear,Southeast,Men's Street Footwear,Outlet,30.0,272,8160,4161.6,0.51
2021,01,2,West Gear,Southeast,Women's Apparel,In-store,450.0,650,292500,146250.0,0.5
2021,01,2,West Gear,Southeast,Women's Apparel,Online,44.0,176,7744,5033.6,0.65
2021,01,2,West Gear,Southeast,Women's Apparel,Outlet,35.0,221,7735,4254.25,0.55
2021,01,2,West Gear,Southeast,Women's Athletic Footwear,In-store,400.0,500,200000,60000.0,0.3
2021,01,2,West Gear,Southeast,Women's Athletic Footwear,Online,37.0,145,5365,2199.65,0.41
2021,01,2,West Gear,Southeast,Women's Athletic Footwear,Outlet,30.0,170,5100,1887.0,0.37
2021,01,2,West Gear,Southeast,Women's Street Footwear,In-store,350.0,650,227500,56875.0,0.25
2021,01,2,West Gear,Southeast,Women's Street Footwear,Online,32.0,169,5408,2055.04,0.38
2021,01,2,West Gear,Southeast,Women's Street Footwear,Outlet,26.0,202,5252,1523.08,0.29
2021,01,2,West Gear,West,Men's Apparel,In-store,500.0,200,100000,45000.000000000015,0.45
2021,01,2,West Gear,West,Men's Apparel,Online,60.41,291,17580,11117.800000000001,0.63
2021,01,2,West Gear,West,Men's Apparel,Outlet,476.97,1083,516554,258933.04,0.5
2021,01,2,West Gear,West,Men's Athletic Footwear,In-store,450.0,400,180000,72000.0,0.4
2021,01,2,West Gear,West,Men's Athletic Footwear,Online,54.07,345,18655,7182.700000000001,0.39
2021,01,2,West Gear,West,Men's Athletic Footwear,Outlet,463.93,1262,585481,118534.24,0.2
2021,01,2,West Gear,West,Men's Street Footwear,In-store,350.0,400,140000,55999.99999999999,0.4
2021,01,2,West Gear,West,Men's Street Footwear,Online,49.9,377,18812,8663.400000000001,0.46
2021,01,2,West Gear,West,Men's Street Footwear,Outlet,426.31,1483,632218,221927.24000000002,0.35
2021,01,2,West Gear,West,Women's Apparel,In-store,450.0,450,202500,70875.0,0.35
2021,01,2,West Gear,West,Women's Apparel,Online,65.41,574,37546,12784.8,0.34
2021,01,2,West Gear,West,Women's Apparel,Outlet,575.38,2360,1357904,242486.56000000003,0.18
2021,01,2,West Gear,West,Women's Athletic Footwear,In-store,450.0,250,112500,44999.99999999999,0.4
2021,01,2,West Gear,West,Women's Athletic Footwear,Online,51.67,286,14778,6329.4,0.43
2021,01,2,West Gear,West,Women's Athletic Footwear,Outlet,427.63,1050,449014,135810.24,0.3
2021,01,2,West Gear,West,Women's Street Footwear,In-store,450.0,400,180000,72000.0,0.4
2021,01,2,West Gear,West,Women's Street Footwear,Online,56.09,360,20192,9673.6,0.48
2021,01,2,West Gear,West,Women's Street Footwear,Outlet,454.08,1217,552618,194361.42000000004,0.35
2021,01,3,Amazon,Midwest,Men's Apparel,Online,406.31,252,102391,36124.23999999999,0.35
2021,01,3,Amazon,Midwest,Men's Athletic Footwear,Online,325.3,378,122964,43393.08,0.35
2021,01,3,Amazon,Midwest,Men's Street Footwear,Online,322.83,635,204995,82697.3,0.4
2021,01,3,Amazon,Midwest,Women's Apparel,Online,322.83,381,122997,49618.38,0.4
2021,01,3,Amazon,Midwest,Women's Athletic Footwear,Online,280.88,192,53928,21714.0,0.4
2021,01,3,Amazon,Midwest,Women's Street Footwear,Online,245.6,375,92100,37092.00000000001,0.4
2021,01,3,Amazon,Northeast,Men's Apparel,In-store,600.0,225,135000,40500.00000000001,0.3
2021,01,3,Amazon,Northeast,Men's Apparel,Online,59.0,56,3304,1453.76,0.44
2021,01,3,Amazon,Northeast,Men's Apparel,Outlet,43.0,74,3182,1050.06,0.33
2021,01,3,Amazon,Northeast,Men's Athletic Footwear,In-store,500.0,325,162500,65000.0,0.4
2021,01,3,Amazon,Northeast,Men's Athletic Footwear,Online,45.0,91,4095,2170.35,0.53
2021,01,3,Amazon,Northeast,Men's Athletic Footwear,Outlet,39.0,111,4329,1861.4700000000003,0.43
2021,01,3,Amazon,Northeast,Men's Street Footwear,In-store,500.0,525,262500,105000.0,0.4
2021,01,3,Amazon,Northeast,Men's Street Footwear,Online,49.0,131,6419,3530.4500000000003,0.55
2021,01,3,Amazon,Northeast,Men's Street Footwear,Outlet,34.0,173,5882,2529.26,0.43
2021,01,3,Amazon,Northeast,Women's Apparel,In-store,500.0,325,162500,56875.0,0.35
2021,01,3,Amazon,Northeast,Women's Apparel,Online,49.0,88,4312,1940.3999999999999,0.45
2021,01,3,Amazon,Northeast,Women's Apparel,Outlet,35.0,101,3535,1413.9999999999998,0.4
2021,01,3,Amazon,Northeast,Women's Athletic Footwear,In-store,449.99,175,78749,23624.999999999996,0.3
2021,01,3,Amazon,Northeast,Women's Athletic Footwear,Online,43.0,46,1978,791.2,0.4
2021,01,3,Amazon,Northeast,Women's Athletic Footwear,Outlet,36.0,60,2160,691.2,0.32
2021,01,3,Amazon,Northeast,Women's Street Footwear,In-store,400.0,325,130000,39000.0,0.3
2021,01,3,Amazon,Northeast,Women's Street Footwear,Online,38.0,81,3078,1385.1,0.45
2021,01,3,Amazon,Northeast,Women's Street Footwear,Outlet,28.0,101,2828,1018.0799999999999,0.36
2021,01,3,Amazon,West,Women's Apparel,Online,52.0,84,4368,1790.8799999999999,0.41
2021,01,3,Amazon,West,Women's Apparel,Outlet,550.0,300,165000,49500.00000000001,0.3
2021,01,3,Foot Locker,Midwest,Men's Apparel,In-store,400.0,325,130000,45500.0,0.35
2021,01,3,Foot Locker,Midwest,Men's Apparel,Online,39.0,98,3822,1872.78,0.49
2021,01,3,Foot Locker,Midwest,Men's Athletic Footwear,In-store,300.0,425,127500,44625.0,0.35
2021,01,3,Foot Locker,Midwest,Men's Athletic Footwear,Online,29.0,123,3567,1676.49,0.47
2021,01,3,Foot Locker,Midwest,Men's Street Footwear,In-store,300.0,625,187500,75000.0,0.4
2021,01,3,Foot Locker,Midwest,Men's Street Footwear,Online,27.0,156,4212,2106.0,0.5
2021,01,3,Foot Locker,Midwest,Women's Apparel,In-store,300.0,425,127500,63750.0,0.5
2021,01,3,Foot Locker,Midwest,Women's Apparel,Online,29.0,123,3567,2247.21,0.63
